num_tasks,runtime_rank
48,1.793184
48,1.790719
48,1.779709
48,1.795243
48,1.788088
48,1.779437
48,1.775191
48,1.783273
48,1.780692
48,1.799756
48,1.787427
48,1.805265
48,1.781373
48,1.807420
48,1.791555
48,1.797163
48,1.796109
48,1.794417
48,1.787475
48,1.800931
48,1.797298
48,1.801056
96,0.869136
96,0.875151
96,0.874805
96,0.878083
96,0.882516
96,0.875744
96,0.878795
96,0.883927
96,0.889475
96,0.888738
96,0.884771
96,0.875656
96,0.874746
96,0.887474
96,0.877967
96,0.873677
96,0.883975
96,0.882157
96,0.877493
96,0.874266
96,0.865891
96,0.866410
96,0.881856
96,0.873383
96,0.871722
96,0.872721
96,0.876225
96,0.872007
96,0.879120
96,0.889101
96,0.882533
96,0.872923
96,0.891426
96,0.873296
96,0.884621
96,0.876186
96,0.880557
96,0.880195
96,0.871681
96,0.876875
96,0.874294
96,0.877830
96,0.878869
96,0.877801
96,0.876267
96,0.878885
96,0.882406
96,0.878890
96,0.873902
96,0.877792
96,0.871045
96,0.868962
96,0.872174
96,0.869457
96,0.873652
96,0.885142
96,0.871686
96,0.886040
96,0.882173
96,0.880214
96,0.875632
96,0.867357
96,0.873792
96,0.874435
96,0.871598
96,0.872997
96,0.871549
96,0.871401
96,0.866363
96,0.870671
96,0.875731
96,0.885242
96,0.877849
96,0.874390
96,0.874116
96,0.893493
96,0.885740
96,0.870221
96,0.885643
96,0.887346
96,0.890447
96,0.884698
96,0.882181
96,0.878176
96,0.869525
96,0.873956
96,0.886820
96,0.878800
96,0.880624
96,0.879553
96,0.881450
96,0.869772
96,0.880125
96,0.870099
96,0.864270
96,0.887640
2,41.512834
2,41.545416
6,14.287435
6,14.319238
6,14.296857
6,14.316385
6,14.350120
6,14.330869
12,7.153063
12,7.170755
12,7.160687
12,7.156614
12,7.176127
12,7.146572
12,7.160313
12,7.159266
12,7.159252
12,7.191698
12,7.165431
12,7.181248
24,3.575155
24,3.572147
24,3.591221
24,3.564478
24,3.588030
24,3.585558
24,3.580605
24,3.580315
24,3.595047
24,3.593652
24,3.594118
24,3.588643
24,3.571182
24,3.568319
24,3.591215
24,3.581355
24,3.583029
24,3.584170
24,3.608136
24,3.578886
24,3.574231
24,3.569250
24,3.588186
24,3.584718
48,1.785222
48,1.778540
48,1.793058
48,1.791298
48,1.798100
48,1.795821
48,1.789734
48,1.792989
48,1.793721
48,1.806291
48,1.804668
48,1.780622
48,1.818477
48,1.790155
48,1.791374
48,1.798570
48,1.799547
48,1.798213
48,1.790219
48,1.792298
48,1.782064
48,1.779799
48,1.784732
48,1.770812
48,1.807471
48,1.781852
48,1.800446
48,1.797168
48,1.780239
48,1.798227
48,1.800116
48,1.789776
48,1.789630
48,1.790469
48,1.794064
48,1.792810
48,1.787914
48,1.778250
48,1.777601
48,1.774652
48,1.780486
48,1.794548
48,1.787310
48,1.799309
48,1.800399
48,1.800424
48,1.791856
48,1.793991
96,0.868850
96,0.870860
96,0.869880
96,0.875068
96,0.872577
96,0.873963
96,0.879529
96,0.876288
96,0.876907
96,0.886593
96,0.887483
96,0.873811
96,0.873042
96,0.883007
96,0.878388
96,0.881198
96,0.875060
96,0.873781
96,0.863700
96,0.873099
96,0.888614
96,0.872055
96,0.885518
96,0.872663
96,0.878918
96,0.881781
96,0.872025
96,0.878055
96,0.879218
96,0.865803
96,0.891041
96,0.873520
96,0.874546
96,0.872115
96,0.872283
96,0.869989
96,0.867663
96,0.870786
96,0.870622
96,0.868265
96,0.880233
96,0.875375
96,0.865957
96,0.885827
96,0.868928
96,0.874480
96,0.875244
96,0.882597
96,0.873176
96,0.868114
96,0.871953
96,0.884551
96,0.880260
96,0.887688
96,0.876080
96,0.875462
96,0.868823
96,0.880929
96,0.869689
96,0.886539
96,0.881083
96,0.884285
96,0.869930
96,0.869406
96,0.879445
96,0.880309
96,0.869501
96,0.873713
96,0.873136
96,0.864775
96,0.883346
96,0.873628
96,0.869528
96,0.866005
96,0.883864
96,0.883059
96,0.881302
96,0.880946
96,0.878055
96,0.873647
96,0.875164
96,0.880568
96,0.869046
96,0.881395
96,0.878729
96,0.882683
96,0.878327
96,0.873245
96,0.861790
96,0.873415
96,0.872431
96,0.871158
96,0.870391
96,0.877929
96,0.885220
96,0.904798
2,41.448759
2,41.474624
6,14.325437
6,14.305510
6,14.324500
6,14.309706
6,14.319182
6,14.336227
12,7.166227
12,7.161649
12,7.146020
12,7.177708
12,7.161088
12,7.189654
12,7.163998
12,7.170492
12,7.171523
12,7.173573
12,7.194963
12,7.237691
24,3.575174
24,3.556465
24,3.571410
24,3.575534
24,3.590149
24,3.602981
24,3.579268
24,3.598559
24,3.584946
24,3.602373
24,3.620582
24,3.561742
24,3.604654
24,3.592251
24,3.589061
24,3.588609
24,3.580025
24,3.587143
24,3.566583
24,3.584637
24,3.574294
24,3.577290
24,3.603567
24,3.593612
48,1.791926
48,1.788473
48,1.788429
48,1.795386
48,1.797750
48,1.791482
48,1.797760
48,1.796332
48,1.795180
48,1.798230
48,1.802096
48,1.791919
48,1.790299
48,1.798134
48,1.793450
48,1.781162
48,1.795250
48,1.777901
48,1.805702
48,1.794474
48,1.793091
48,1.784874
48,1.794964
48,1.798469
48,1.783670
48,1.795644
48,1.801531
48,1.801526
48,1.794597
48,1.806680
48,1.793369
48,1.783406
48,1.786478
48,1.795966
48,1.788951
48,1.785420
48,1.780417
48,1.761579
48,1.795840
48,1.780528
48,1.779651
48,1.792974
48,1.795337
48,1.793825
48,1.786506
48,1.779059
48,1.795435
48,1.797311
96,0.873412
96,0.875504
96,0.872236
96,0.875165
96,0.871099
96,0.877754
96,0.875640
96,0.879588
96,0.877046
96,0.878903
96,0.884897
96,0.879785
96,0.880162
96,0.876392
96,0.875830
96,0.873001
96,0.882767
96,0.885756
96,0.871247
96,0.873890
96,0.887594
96,0.877923
96,0.885330
96,0.870582
96,0.869789
96,0.882518
96,0.871207
96,0.882357
96,0.868850
96,0.877824
96,0.879022
96,0.877082
96,0.879629
96,0.874534
96,0.873054
96,0.884628
96,0.873116
96,0.877667
96,0.877736
96,0.871730
96,0.873112
96,0.869259
96,0.868608
96,0.884880
96,0.877037
96,0.873328
96,0.872556
96,0.875613
96,0.871596
96,0.878010
96,0.874564
96,0.878036
96,0.868611
96,0.880545
96,0.882309
96,0.887340
96,0.872867
96,0.864988
96,0.872698
96,0.875961
96,0.870686
96,0.877168
96,0.876320
96,0.877449
96,0.870104
96,0.871290
96,0.868646
96,0.884971
96,0.877206
96,0.870415
96,0.877108
96,0.868292
96,0.888873
96,0.881810
96,0.880610
96,0.869796
96,0.868569
96,0.887977
96,0.869646
96,0.872205
96,0.876782
96,0.857476
96,0.879674
96,0.875657
96,0.864984
96,0.872375
96,0.883529
96,0.875433
96,0.864402
96,0.873961
96,0.882536
96,0.871397
96,0.873228
96,0.875999
96,0.875278
96,0.902864
